gisaid_epi_isl,division,location,pangolin_lineage,date_submitted
EPI_ISL_18872855,Liaoning,,JN.1,2024-02-07
EPI_ISL_18872856,Liaoning,,JN.1,2024-02-07
EPI_ISL_18872857,Liaoning,,JN.1,2024-02-07
EPI_ISL_18872858,Liaoning,,JN.1.39,2024-02-07
EPI_ISL_18872859,Liaoning,,HK.3,2024-02-07
EPI_ISL_18872860,Liaoning,,HK.3,2024-02-07
EPI_ISL_18872861,Liaoning,,HK.3,2024-02-07
EPI_ISL_18872862,Liaoning,,HK.3.2,2024-02-07
EPI_ISL_18872863,Liaoning,,HK.3,2024-02-07
EPI_ISL_18872864,Liaoning,,HK.3.2,2024-02-07
EPI_ISL_18872865,Liaoning,,JN.1,2024-02-07
EPI_ISL_18872866,Liaoning,,JN.1,2024-02-07
EPI_ISL_18872867,Liaoning,,HK.3,2024-02-07
EPI_ISL_18872868,Liaoning,,HK.3.2,2024-02-07
EPI_ISL_18872869,Liaoning,,HK.3,2024-02-07
EPI_ISL_18872870,Liaoning,,HK.3.2,2024-02-07
EPI_ISL_18872871,Liaoning,,HK.3,2024-02-07
EPI_ISL_18872872,Liaoning,,HK.3,2024-02-07
EPI_ISL_18872873,Liaoning,,HK.3,2024-02-07
EPI_ISL_18872874,Liaoning,,HK.3.1,2024-02-07
EPI_ISL_18876880,Tibet,Nyingchi,HK.3.1,2024-02-08
EPI_ISL_18876881,Tibet,Nyingchi,HK.3,2024-02-08
EPI_ISL_18876882,Liaoning,,JN.1.1,2024-02-08
EPI_ISL_18876883,Liaoning,,JN.1.1,2024-02-08
EPI_ISL_18876884,Liaoning,,JN.1.1,2024-02-08
EPI_ISL_18876885,Liaoning,,JN.1.1,2024-02-08
EPI_ISL_18876886,Liaoning,,JN.1,2024-02-08
EPI_ISL_18876887,Liaoning,,HK.3.2,2024-02-08
EPI_ISL_18876888,Liaoning,,EG.5.1.1,2024-02-08
EPI_ISL_18876889,Liaoning,,HK.3,2024-02-08
EPI_ISL_18876890,Liaoning,,JN.1.1,2024-02-08
EPI_ISL_18876891,Liaoning,,JN.1,2024-02-08
EPI_ISL_18876892,Liaoning,,JN.1,2024-02-08
EPI_ISL_18876893,Liaoning,,HK.3.2,2024-02-08
EPI_ISL_18876894,Liaoning,,HK.3.2,2024-02-08
EPI_ISL_18876895,Liaoning,,HK.3.1,2024-02-08
EPI_ISL_18876896,Liaoning,,JN.1.6,2024-02-08
EPI_ISL_18876897,Liaoning,,HK.3.2,2024-02-08
EPI_ISL_18876898,Liaoning,,HK.3.2,2024-02-08
EPI_ISL_18876899,Liaoning,,JN.1.4.5,2024-02-08
EPI_ISL_18876900,Liaoning,,HK.3.2,2024-02-08
EPI_ISL_18876901,Liaoning,,HK.3.2,2024-02-08
EPI_ISL_18876902,Liaoning,,HK.3.2,2024-02-08
EPI_ISL_18876903,Liaoning,,HK.3,2024-02-08
EPI_ISL_18876904,Liaoning,,JN.1.4,2024-02-08
EPI_ISL_18876905,Liaoning,,JN.1.39.3,2024-02-08
EPI_ISL_18876906,Yunnan,,JN.1.4,2024-02-08
EPI_ISL_18876907,Yunnan,,HK.3,2024-02-08
EPI_ISL_18876908,Yunnan,,JN.1,2024-02-08
EPI_ISL_18876909,Yunnan,,JN.1,2024-02-08
EPI_ISL_18876910,Yunnan,,JN.1.19,2024-02-08
EPI_ISL_18876911,Yunnan,,JN.1,2024-02-08
EPI_ISL_18876912,Yunnan,,JN.1,2024-02-08
EPI_ISL_18876913,Yunnan,,HK.3.2,2024-02-08
EPI_ISL_18876914,Yunnan,,HK.3.1,2024-02-08
EPI_ISL_18876915,Yunnan,,HK.3.2,2024-02-08
EPI_ISL_18876916,Yunnan,,HK.3.2,2024-02-08
EPI_ISL_18876917,Yunnan,,HK.2,2024-02-08
EPI_ISL_18876918,Yunnan,,HK.3.2,2024-02-08
EPI_ISL_18876919,Yunnan,,HK.3,2024-02-08
EPI_ISL_18876920,Yunnan,,EG.5.1.1,2024-02-08
EPI_ISL_18876921,Yunnan,,JN.1,2024-02-08
EPI_ISL_18876922,Yunnan,,JN.1,2024-02-08
EPI_ISL_18876923,Yunnan,,JN.1,2024-02-08
EPI_ISL_18876924,Yunnan,,JN.1.1,2024-02-08
EPI_ISL_18876925,Yunnan,,JN.1,2024-02-08
EPI_ISL_18876926,Yunnan,,JG.3,2024-02-08
EPI_ISL_18876927,Yunnan,,JN.1,2024-02-08
EPI_ISL_18876928,Yunnan,,JN.1,2024-02-08
EPI_ISL_18876929,Yunnan,,JN.1,2024-02-08
EPI_ISL_18876930,Yunnan,,JN.1,2024-02-08
EPI_ISL_18876931,Yunnan,,JN.1,2024-02-08
EPI_ISL_18876932,Yunnan,,HK.3.3,2024-02-08
EPI_ISL_18876933,Yunnan,,EG.5.1.1,2024-02-08
EPI_ISL_18876934,Yunnan,,EG.5.1.1,2024-02-08
EPI_ISL_18876935,Yunnan,,EG.5.1.1,2024-02-08
EPI_ISL_18876936,Yunnan,,EG.5.1.1,2024-02-08
EPI_ISL_18876937,Yunnan,,HK.4,2024-02-08
EPI_ISL_18876938,Yunnan,,HK.3,2024-02-08
EPI_ISL_18876939,Yunnan,,HK.3,2024-02-08
EPI_ISL_18876940,Yunnan,,HK.3,2024-02-08
EPI_ISL_18876941,Yunnan,,EG.5.1.1,2024-02-08
EPI_ISL_18876942,Yunnan,,HK.3,2024-02-08
EPI_ISL_18876943,Yunnan,,HK.3.1,2024-02-08
EPI_ISL_18876944,Yunnan,,HK.3.2,2024-02-08
EPI_ISL_18876945,Yunnan,,HK.3,2024-02-08
EPI_ISL_18876946,Yunnan,,EG.5.1.1,2024-02-08
EPI_ISL_18876947,Yunnan,,HK.3,2024-02-08
EPI_ISL_18876948,Yunnan,,HK.3.2,2024-02-08
EPI_ISL_18876949,Yunnan,,HK.3.2,2024-02-08
EPI_ISL_18876950,Yunnan,,HK.3.1,2024-02-08
EPI_ISL_18876951,Yunnan,,HK.3.1,2024-02-08
EPI_ISL_18876952,Yunnan,,HK.3.1,2024-02-08
EPI_ISL_18876953,Yunnan,,JN.1,2024-02-08
EPI_ISL_18876954,Yunnan,,JN.1.4.5,2024-02-08
EPI_ISL_18876955,Yunnan,,HK.3.2,2024-02-08
EPI_ISL_18876956,Yunnan,,HK.3.1,2024-02-08
EPI_ISL_18876957,Yunnan,,HK.3.2,2024-02-08
EPI_ISL_18876958,Yunnan,,HK.3.2,2024-02-08
EPI_ISL_18876959,Yunnan,,HK.3.2,2024-02-08
EPI_ISL_18876960,Yunnan,,HK.8,2024-02-08
EPI_ISL_18876961,Yunnan,,HK.3.2,2024-02-08
EPI_ISL_18876962,Yunnan,,HK.3.2,2024-02-08
EPI_ISL_18876963,Yunnan,,JN.1.21,2024-02-08
EPI_ISL_18876964,Yunnan,,JN.1.18,2024-02-08
EPI_ISL_18876965,Yunnan,,HK.3.2,2024-02-08
EPI_ISL_18876966,Yunnan,,HK.3,2024-02-08
EPI_ISL_18876967,Yunnan,,HK.3.2,2024-02-08
EPI_ISL_18876968,Yunnan,,HK.3.2,2024-02-08
EPI_ISL_18876969,Yunnan,,JN.11,2024-02-08
EPI_ISL_18876970,Yunnan,,JN.1,2024-02-08
EPI_ISL_18876971,Yunnan,,EG.5.1.1,2024-02-08
EPI_ISL_18876972,Yunnan,,EG.5.1.1,2024-02-08
EPI_ISL_18876973,Yunnan,,HK.3.2,2024-02-08
EPI_ISL_18876974,Yunnan,,HK.3,2024-02-08
EPI_ISL_18876975,Yunnan,,HK.3,2024-02-08
EPI_ISL_18876976,Yunnan,,JN.1.4,2024-02-08
EPI_ISL_18876977,Yunnan,,JJ.1,2024-02-08
EPI_ISL_18876978,Yunnan,,JN.1,2024-02-08
EPI_ISL_18876979,Yunnan,,HK.3.2,2024-02-08
EPI_ISL_18876980,Yunnan,,HK.3.1,2024-02-08
EPI_ISL_18876981,Yunnan,,EG.5.1.1,2024-02-08
EPI_ISL_18876982,Yunnan,,HK.3,2024-02-08
EPI_ISL_18876983,Yunnan,,EG.5.1.1,2024-02-08
EPI_ISL_18876984,Yunnan,,JN.1,2024-02-08
EPI_ISL_18876985,Yunnan,,EG.5.1.1,2024-02-08
EPI_ISL_18876986,Yunnan,,HK.3.2,2024-02-08
EPI_ISL_18876987,Yunnan,,EG.5.1.1,2024-02-08
EPI_ISL_18876988,Yunnan,,EG.5.1.1,2024-02-08

EPI_ISL_19040350,Hubei,Wuhan,JN.1.5,2024-04-09
EPI_ISL_19040233,Hubei,Huangshi,JN.1.4,2024-04-09
EPI_ISL_19040340,Hubei,Wuhan,JN.1.4.5,2024-04-09
EPI_ISL_19040246,Hubei,Jingmen,JN.1.4,2024-04-09
EPI_ISL_19040188,Hubei,Enshi,JN.1.33,2024-04-09
EPI_ISL_19040984,Hubei,Xiangyang,JN.1,2024-04-09
EPI_ISL_19040977,Hubei,Xiangyang,JN.1,2024-04-09
EPI_ISL_19040976,Hubei,Xiangyang,JN.1,2024-04-09
EPI_ISL_19040297,Hubei,Shennongjia,JN.1,2024-04-09
EPI_ISL_19040972,Hubei,Xiangyang,JN.1.11.1,2024-04-09
EPI_ISL_19040292,Hubei,Jingzhou,JN.1.33,2024-04-09
EPI_ISL_19041019,Hubei,Xiaogan,JN.1.16,2024-04-09
EPI_ISL_19041018,Hubei,Xiaogan,JN.1,2024-04-09
EPI_ISL_19040969,Hubei,Xiangyang,JN.1,2024-04-09
EPI_ISL_19041003,Hubei,Xiantao,JN.1.4,2024-04-09
EPI_ISL_19040285,Hubei,Jingzhou,JN.1,2024-04-09
EPI_ISL_19041015,Hubei,Xiaogan,JN.1,2024-04-09
EPI_ISL_19041001,Hubei,Xiantao,JN.1.4,2024-04-09
EPI_ISL_19040255,Hubei,Jingmen,JN.1,2024-04-09
EPI_ISL_19040237,Hubei,Huangshi,JN.1.4.5,2024-04-09
EPI_ISL_19040239,Hubei,Huangshi,JN.1,2024-04-09
EPI_ISL_19040351,Hubei,Wuhan,JN.1,2024-04-09
EPI_ISL_19040232,Hubei,Huangshi,JN.1.4.5,2024-04-09
EPI_ISL_19040231,Hubei,Huangshi,JN.1.1,2024-04-09
EPI_ISL_19040355,Hubei,Wuhan,JN.1.32,2024-04-09
EPI_ISL_19040234,Hubei,Huangshi,JN.1.4.5,2024-04-09
EPI_ISL_19040235,Hubei,Huangshi,JN.1,2024-04-09
EPI_ISL_19040349,Hubei,Wuhan,JN.1.16,2024-04-09
EPI_ISL_19040226,Hubei,Huanggang,JN.1.16,2024-04-09
EPI_ISL_19040229,Hubei,Huangshi,JN.1,2024-04-09
EPI_ISL_19040228,Hubei,Huangshi,JN.1.16,2024-04-09
EPI_ISL_19040341,Hubei,Wuhan,JN.1.16,2024-04-09
EPI_ISL_19040288,Hubei,Jingzhou,JN.1,2024-04-09
EPI_ISL_19040252,Hubei,Jingmen,JN.1,2024-04-09
EPI_ISL_19040244,Hubei,Jingmen,JN.1.20,2024-04-09
EPI_ISL_19041006,Hubei,Xiantao,JN.1.20,2024-04-09
EPI_ISL_19040345,Hubei,Wuhan,XDD,2024-04-09
EPI_ISL_19040270,Hubei,Jingmen,JN.1,2024-04-09
EPI_ISL_19040272,Hubei,Jingzhou,JN.1.4,2024-04-09
EPI_ISL_19040222,Hubei,Huanggang,JN.1,2024-04-09
EPI_ISL_19040346,Hubei,Wuhan,JN.1.20,2024-04-09
EPI_ISL_19040216,Hubei,Huanggang,JN.1.6,2024-04-09
EPI_ISL_19040225,Hubei,Huanggang,JN.1,2024-04-09
EPI_ISL_19040224,Hubei,Huanggang,JN.1.5,2024-04-09
EPI_ISL_19040218,Hubei,Huanggang,JN.1.5,2024-04-09
EPI_ISL_19040215,Hubei,Ezhou,JN.1.4,2024-04-09
EPI_ISL_19040336,Hubei,Wuhan,JN.1,2024-04-09
EPI_ISL_19040339,Hubei,Wuhan,JN.1.16,2024-04-09
EPI_ISL_19040338,Hubei,Wuhan,JN.1.16,2024-04-09
EPI_ISL_19040210,Hubei,Ezhou,JN.1.20,2024-04-09
EPI_ISL_19040332,Hubei,Wuhan,JN.1,2024-04-09
EPI_ISL_19040212,Hubei,Ezhou,JN.1.1.1,2024-04-09
EPI_ISL_19040335,Hubei,Wuhan,JN.1.16,2024-04-09
EPI_ISL_19040211,Hubei,Ezhou,XDD,2024-04-09
EPI_ISL_19040205,Hubei,Ezhou,JN.1.32,2024-04-09
EPI_ISL_19040204,Hubei,Ezhou,JN.1,2024-04-09
EPI_ISL_19040207,Hubei,Ezhou,JN.1.4,2024-04-09
EPI_ISL_19040206,Hubei,Ezhou,JN.1.1,2024-04-09
EPI_ISL_19040200,Hubei,Ezhou,JN.1.4,2024-04-09
EPI_ISL_19040209,Hubei,Ezhou,JN.1,2024-04-09
EPI_ISL_19040315,Hubei,Shiyan,JN.1,2024-04-09
EPI_ISL_19040329,Hubei,Shiyan,JN.1.16,2024-04-09
EPI_ISL_19040320,Hubei,Shiyan,JN.1,2024-04-09
EPI_ISL_19040322,Hubei,Shiyan,JN.1,2024-04-09
EPI_ISL_19040321,Hubei,Shiyan,JN.1.39,2024-04-09
EPI_ISL_19040202,Hubei,Ezhou,JN.1.20,2024-04-09
EPI_ISL_19040317,Hubei,Shiyan,JN.1.16,2024-04-09
EPI_ISL_19040324,Hubei,Shiyan,JN.1,2024-04-09
EPI_ISL_19040304,Hubei,Shennongjia,JN.1,2024-04-09
EPI_ISL_19040319,Hubei,Shiyan,XDD,2024-04-09
EPI_ISL_19040303,Hubei,Shennongjia,JN.1,2024-04-09
EPI_ISL_19040310,Hubei,Shiyan,JN.1,2024-04-09
EPI_ISL_19040318,Hubei,Shiyan,JN.1,2024-04-09
EPI_ISL_19040311,Hubei,Shiyan,JN.1.5,2024-04-09
EPI_ISL_19040262,Hubei,Jingmen,XDD,2024-04-09
EPI_ISL_19040306,Hubei,Shennongjia,JN.1.33,2024-04-09
EPI_ISL_19040305,Hubei,Shennongjia,JN.1.16,2024-04-09
EPI_ISL_19040308,Hubei,Shennongjia,JN.1,2024-04-09
EPI_ISL_19040307,Hubei,Shennongjia,JN.1,2024-04-09
EPI_ISL_19040309,Hubei,Shiyan,JN.1.39,2024-04-09
EPI_ISL_19040312,Hubei,Shiyan,JN.1.33,2024-04-09
EPI_ISL_19040990,Hubei,Xianning,JN.1.4.5,2024-04-09
EPI_ISL_19040302,Hubei,Shennongjia,HK.3,2024-04-09
EPI_ISL_19040214,Hubei,Ezhou,JN.1,2024-04-09
EPI_ISL_19040196,Hubei,Ezhou,JN.1.4,2024-04-09
EPI_ISL_19040198,Hubei,Ezhou,JN.1,2024-04-09
EPI_ISL_19040993,Hubei,Xianning,JN.1,2024-04-09
EPI_ISL_19040995,Hubei,Xianning,JN.1,2024-04-09
EPI_ISL_19040994,Hubei,Xianning,JN.1.4.5,2024-04-09
EPI_ISL_19040191,Hubei,Ezhou,JN.1,2024-04-09
EPI_ISL_19040353,Hubei,Wuhan,XDD,2024-04-09
EPI_ISL_19040352,Hubei,Wuhan,JN.1.4.5,2024-04-09
EPI_ISL_19040342,Hubei,Wuhan,JN.1.33,2024-04-09
EPI_ISL_19040986,Hubei,Xiangyang,JN.1,2024-04-09
EPI_ISL_19040219,Hubei,Huanggang,JN.1,2024-04-09
EPI_ISL_19040354,Hubei,Wuhan,JN.1.32,2024-04-09
EPI_ISL_19040348,Hubei,Wuhan,XDD,2024-04-09
EPI_ISL_19040344,Hubei,Wuhan,JN.1.33,2024-04-09
EPI_ISL_19040227,Hubei,Huangshi,JN.1,2024-04-09
EPI_ISL_19040347,Hubei,Wuhan,JN.1,2024-04-09
EPI_ISL_19040221,Hubei,Huanggang,JN.1,2024-04-09
EPI_ISL_19040223,Hubei,Huanggang,JN.1,2024-04-09
EPI_ISL_19040217,Hubei,Huanggang,JN.1,2024-04-09
EPI_ISL_19040331,Hubei,Shiyan,JN.1.4.5,2024-04-09
EPI_ISL_19040249,Hubei,Jingmen,XDD,2024-04-09
EPI_ISL_19040330,Hubei,Shiyan,JN.1,2024-04-09
EPI_ISL_19040333,Hubei,Wuhan,JN.1,2024-04-09
EPI_ISL_19040213,Hubei,Ezhou,JN.1.4,2024-04-09
EPI_ISL_19040334,Hubei,Wuhan,JN.1.16,2024-04-09
EPI_ISL_19040328,Hubei,Shiyan,JN.1.39,2024-04-09
EPI_ISL_19040286,Hubei,Jingzhou,JN.1,2024-04-09
EPI_ISL_19040195,Hubei,Ezhou,JN.1,2024-04-09
EPI_ISL_19040194,Hubei,Ezhou,JN.1.4,2024-04-09
EPI_ISL_19040186,Hubei,Enshi,JN.1.16,2024-04-09
EPI_ISL_19040981,Hubei,Xiangyang,JN.1,2024-04-09
EPI_ISL_19040269,Hubei,Jingmen,JN.1,2024-04-09
EPI_ISL_19040268,Hubei,Jingmen,JN.1,2024-04-09
EPI_ISL_19040975,Hubei,Xiangyang,XDD,2024-04-09
EPI_ISL_19040978,Hubei,Xiangyang,JN.1,2024-04-09
EPI_ISL_19040979,Hubei,Xiangyang,JN.1.16,2024-04-09
EPI_ISL_19040296,Hubei,Shennongjia,JN.1.39,2024-04-09
EPI_ISL_19041021,Hubei,Xiaogan,JN.1,2024-04-09
EPI_ISL_19040298,Hubei,Shennongjia,JN.1,2024-04-09
EPI_ISL_19040971,Hubei,Xiangyang,JN.1.4,2024-04-09
EPI_ISL_19040299,Hubei,Shennongjia,JN.1,2024-04-09
EPI_ISL_19040291,Hubei,Jingzhou,JN.1.4,2024-04-09
EPI_ISL_19041020,Hubei,Xiaogan,JN.1,2024-04-09
EPI_ISL_19040293,Hubei,Shennongjia,JN.1.33,2024-04-09
EPI_ISL_19040964,Hubei,Wuhan,JN.1.4.5,2024-04-09
EPI_ISL_19040294,Hubei,Shennongjia,JN.1.33,2024-04-09
EPI_ISL_19040966,Hubei,Wuhan,JN.1,2024-04-09
EPI_ISL_19040965,Hubei,Wuhan,JN.1,2024-04-09
EPI_ISL_19040968,Hubei,Xiangyang,JN.1.16,2024-04-09
EPI_ISL_19040967,Hubei,Xiangyang,JN.1,2024-04-09
EPI_ISL_19041011,Hubei,Xiantao,JN.1.4,2024-04-09
EPI_ISL_19040287,Hubei,Jingzhou,JN.1.20,2024-04-09
EPI_ISL_19041010,Hubei,Xiantao,JN.1.4,2024-04-09
EPI_ISL_19040284,Hubei,Jingzhou,JN.1.1,2024-04-09
EPI_ISL_19041013,Hubei,Xiaogan,JN.1,2024-04-09
EPI_ISL_19040289,Hubei,Jingzhou,JN.1,2024-04-09
EPI_ISL_19041014,Hubei,Xiaogan,JN.1,2024-04-09
EPI_ISL_19041016,Hubei,Xiaogan,JN.1,2024-04-09
EPI_ISL_19041017,Hubei,Xiaogan,JN.1,2024-04-09
EPI_ISL_19040281,Hubei,Jingzhou,JN.1.4.5,2024-04-09
EPI_ISL_19041009,Hubei,Xiantao,JN.1.4.5,2024-04-09
EPI_ISL_19041007,Hubei,Xiantao,JN.1.16,2024-04-09
EPI_ISL_19040283,Hubei,Jingzhou,JN.1,2024-04-09
EPI_ISL_19040282,Hubei,Jingzhou,JN.1.4,2024-04-09
EPI_ISL_19041002,Hubei,Xiantao,JN.1.16,2024-04-09
EPI_ISL_19040275,Hubei,Jingzhou,JN.1.4.5,2024-04-09
EPI_ISL_19040999,Hubei,Xianning,JN.1.4.5,2024-04-09
EPI_ISL_19040274,Hubei,Jingzhou,JN.1,2024-04-09
EPI_ISL_19041004,Hubei,Xiantao,JN.1,2024-04-09
EPI_ISL_19040199,Hubei,Ezhou,JN.1.4,2024-04-09
EPI_ISL_19040276,Hubei,Jingzhou,JN.1.5,2024-04-09
EPI_ISL_19040998,Hubei,Xianning,JN.1,2024-04-09
EPI_ISL_19040996,Hubei,Xianning,JN.1,2024-04-09
EPI_ISL_19040316,Hubei,Shiyan,JN.1,2024-04-09
EPI_ISL_19040277,Hubei,Jingzhou,JN.1.33,2024-04-09
EPI_ISL_19040519,Hubei,Wuhan,JN.1.16,2024-04-09
EPI_ISL_19040991,Hubei,Xianning,XDD,2024-04-09
EPI_ISL_19040987,Hubei,Xiangyang,JN.1.4.5,2024-04-09
EPI_ISL_19040988,Hubei,Xiangyang,JN.1.39,2024-04-09
EPI_ISL_19040313,Hubei,Shiyan,JN.1.5,2024-04-09
EPI_ISL_19040190,Hubei,Ezhou,XDD,2024-04-09
EPI_ISL_19040985,Hubei,Xiangyang,JN.1,2024-04-09
EPI_ISL_19040192,Hubei,Ezhou,JN.1.4,2024-04-09
EPI_ISL_19040989,Hubei,Xiangyang,JN.1.33,2024-04-09
EPI_ISL_19040980,Hubei,Xiangyang,JN.1.4.5,2024-04-09
EPI_ISL_19040301,Hubei,Shennongjia,JN.1.33,2024-04-09
EPI_ISL_19040201,Hubei,Ezhou,JN.1.4,2024-04-09
EPI_ISL_19040323,Hubei,Shiyan,JN.1,2024-04-09
EPI_ISL_19040263,Hubei,Jingmen,JN.1,2024-04-09
EPI_ISL_19040271,Hubei,Jingzhou,JN.1.39,2024-04-09
EPI_ISL_19040265,Hubei,Jingmen,XDD,2024-04-09
EPI_ISL_19040266,Hubei,Jingmen,JN.1.4.5,2024-04-09
EPI_ISL_19040261,Hubei,Jingmen,XDD,2024-04-09
EPI_ISL_19040253,Hubei,Jingmen,JN.1,2024-04-09
EPI_ISL_19040250,Hubei,Jingmen,JN.1,2024-04-09
EPI_ISL_19040251,Hubei,Jingmen,JN.1,2024-04-09
EPI_ISL_19040254,Hubei,Jingmen,JN.1,2024-04-09
EPI_ISL_19040260,Hubei,Jingmen,JN.1.4.5,2024-04-09
EPI_ISL_19040257,Hubei,Jingmen,JN.1.4,2024-04-09
EPI_ISL_19040256,Hubei,Jingmen,JN.1,2024-04-09
EPI_ISL_19040258,Hubei,Jingmen,JN.1.16,2024-04-09
EPI_ISL_19040248,Hubei,Jingmen,JN.1,2024-04-09
EPI_ISL_19040241,Hubei,Jingmen,JN.1,2024-04-09
EPI_ISL_19040243,Hubei,Jingmen,JN.1,2024-04-09
EPI_ISL_19040245,Hubei,Jingmen,JN.1.16,2024-04-09
EPI_ISL_19040240,Hubei,Huangshi,JN.1.4,2024-04-09
EPI_ISL_19040247,Hubei,Jingmen,JN.1.16,2024-04-09
EPI_ISL_19040290,Hubei,Jingzhou,JN.1.20,2024-04-09
EPI_ISL_19033586,Gansu,Pingliang,JN.1,2024-04-07
EPI_ISL_19033581,Gansu,Pingliang,JN.1,2024-04-07
EPI_ISL_19033580,Gansu,Pingliang,JN.1,2024-04-07
EPI_ISL_19033582,Gansu,Pingliang,JN.1.5,2024-04-07
EPI_ISL_19033583,Gansu,Pingliang,JN.1.32,2024-04-07
EPI_ISL_19033584,Gansu,Pingliang,JN.1.4,2024-04-07
EPI_ISL_19028416,Anhui,Chuzhou,JN.1,2024-04-02
EPI_ISL_19028424,Anhui,Chuzhou,JN.1.4,2024-04-02
EPI_ISL_19028410,Anhui,Chuzhou,JN.1.4,2024-04-02
EPI_ISL_19028419,Anhui,Chuzhou,JN.1.1,2024-04-02
EPI_ISL_19028408,Anhui,Chuzhou,JN.1,2024-04-02
EPI_ISL_19028414,Anhui,Chuzhou,JN.1,2024-04-02
EPI_ISL_19037286,Anhui,,JN.1.32,2024-04-08
EPI_ISL_19037279,Anhui,,JN.1,2024-04-08
EPI_ISL_19037259,Henan,Zhumadian,HK.3.2,2024-04-08
EPI_ISL_19037287,Anhui,,JN.1.5,2024-04-08
EPI_ISL_19037285,Anhui,,JN.1,2024-04-08
EPI_ISL_19023858,,,B,2023-07-07
EPI_ISL_19023859,,,B,2023-07-07
EPI_ISL_19023618,,,B.4,2023-07-07
EPI_ISL_19023738,,,B.1.1.1,2023-07-07
EPI_ISL_19023737,,,B.1,2023-07-07
EPI_ISL_19023631,,,B,2023-07-07
EPI_ISL_19023615,,,B.1,2023-07-07
EPI_ISL_19023617,,,B,2023-07-07
EPI_ISL_19023739,,,B.1,2023-07-07
EPI_ISL_19023619,,,B.1,2023-07-07
EPI_ISL_19023735,,,B,2023-07-07
EPI_ISL_19023855,,,B.1.1,2023-07-07
EPI_ISL_19023733,,,A,2023-07-07
EPI_ISL_19023856,,,B,2023-07-07
EPI_ISL_19023857,,,A,2023-07-07
EPI_ISL_19023612,,,A,2023-07-07
EPI_ISL_19023731,,,B,2023-07-07
EPI_ISL_19023852,,,B.1.1,2023-07-07
EPI_ISL_19023610,,,B.1,2023-07-07
EPI_ISL_19023734,,,B.40,2023-07-07
EPI_ISL_19023732,,,B.33,2023-07-07
EPI_ISL_19023611,,,Unassigned,2023-07-07
EPI_ISL_19023850,,,B.1,2023-07-07
EPI_ISL_19023730,,,B.1,2023-07-07
EPI_ISL_19023851,,,B,2023-07-07
EPI_ISL_19023869,,,B,2023-07-07
EPI_ISL_19023748,,,B,2023-07-07
EPI_ISL_19023629,,,B.1,2023-07-07
EPI_ISL_19023627,,,B,2023-07-07
EPI_ISL_19023747,,,B,2023-07-07
EPI_ISL_19023626,,,A,2023-07-07
EPI_ISL_19023628,,,B,2023-07-07
EPI_ISL_19023623,,,B,2023-07-07
EPI_ISL_19023746,,,B,2023-07-07
EPI_ISL_19023866,,,B,2023-07-07
EPI_ISL_19023625,,,B.1,2023-07-07
EPI_ISL_19023620,,,A,2023-07-07
EPI_ISL_19023745,,,B,2023-07-07
EPI_ISL_19023742,,,B,2023-07-07
EPI_ISL_19023863,,,B,2023-07-07
EPI_ISL_19023743,,,B,2023-07-07
EPI_ISL_19023861,,,B.1,2023-07-07
EPI_ISL_19023622,,,A,2023-07-07
EPI_ISL_19023624,,,B.1.1,2023-07-07
EPI_ISL_19023621,,,B.1.1,2023-07-07
EPI_ISL_19023864,,,B,2023-07-07
EPI_ISL_19023740,,,Unassigned,2023-07-07
EPI_ISL_19023862,,,B.1,2023-07-07
EPI_ISL_19023719,,,B,2023-07-07
EPI_ISL_19023838,,,B.1,2023-07-07
EPI_ISL_19023718,,,B,2023-07-07
EPI_ISL_19023839,,,B,2023-07-07
EPI_ISL_19023717,,,B,2023-07-07
EPI_ISL_19023715,,,B.4,2023-07-07
EPI_ISL_19023716,,,B,2023-07-07
EPI_ISL_19023832,,,B.1.441,2023-07-07
EPI_ISL_19023713,,,B.1.1.135,2023-07-07
EPI_ISL_19023834,,,B.1.1.317,2023-07-07
EPI_ISL_19023609,,,B,2023-07-07
EPI_ISL_19023712,,,B.1,2023-07-07
EPI_ISL_19023830,,,B,2023-07-07
EPI_ISL_19023833,,,B.1,2023-07-07
EPI_ISL_19023729,,,B,2023-07-07
EPI_ISL_19023616,,,B.1.110.3,2023-07-07
EPI_ISL_19023614,,,A,2023-07-07
EPI_ISL_19023736,,,A,2023-07-07
EPI_ISL_19023710,,,B.1,2023-07-07
EPI_ISL_19023843,,,B.1,2023-07-07
EPI_ISL_19023601,,,B.1,2023-07-07
EPI_ISL_19023607,,,B.4,2023-07-07
EPI_ISL_19023848,,,B.1,2023-07-07
EPI_ISL_19023605,,,B.4,2023-07-07
EPI_ISL_19023659,,,B.1,2023-07-07
EPI_ISL_19023842,,,B,2023-07-07
EPI_ISL_19023829,,,B.1,2023-07-07
EPI_ISL_19023726,,,B.1,2023-07-07
EPI_ISL_19023727,,,B.1,2023-07-07
EPI_ISL_19023846,,,B.4,2023-07-07
EPI_ISL_19023724,,,B,2023-07-07
EPI_ISL_19023845,,,A,2023-07-07
EPI_ISL_19023604,,,B.1,2023-07-07
EPI_ISL_19023722,,,B,2023-07-07
EPI_ISL_19023725,,,Unassigned,2023-07-07
EPI_ISL_19023844,,,A,2023-07-07
EPI_ISL_19023602,,,B.1,2023-07-07
EPI_ISL_19023723,,,B,2023-07-07
EPI_ISL_19023841,,,B.1,2023-07-07
EPI_ISL_19023600,,,A,2023-07-07
EPI_ISL_19023818,,,B.1,2023-07-07
